timestamp,scenario_id,step_index,source,co2_ppm,temperature_c,humidity_percent,person_count,vision_confidence,fan,window
2026-06-18T00:25:07.606943+00:00,lab_overcrowded_high_co2,0,reset,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:25:10.057864+00:00,lab_overcrowded_high_co2,0,reset,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:25:10.574867+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:25:11.007095+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:25:11.290501+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:25:11.423267+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:25:11.556966+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:25:11.673629+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:25:11.940162+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:25:12.092149+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:25:26.393236+00:00,lab_overcrowded_high_co2,0,reset,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:25:28.397340+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:25:30.401112+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:25:32.406647+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:25:34.413120+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:25:36.417145+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:25:38.421642+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:25:40.426176+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:25:42.429747+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:25:44.430647+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:25:46.432546+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:25:48.436846+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:25:50.442167+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:25:52.446353+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:25:54.449260+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:25:56.454753+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:25:58.463430+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:26:00.471683+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:26:02.476971+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:26:04.478041+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:26:06.483913+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:26:08.485661+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:26:10.489704+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:26:12.505559+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:26:14.511866+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:26:16.514536+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:26:18.517728+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:26:20.519224+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:26:22.521853+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:26:24.524793+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:26:26.530116+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:26:28.531469+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:26:30.532640+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:26:32.536478+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:26:34.541592+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:26:36.547411+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:26:38.553303+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:26:40.558477+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:26:42.563272+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:26:44.565760+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:26:46.571101+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:26:48.576659+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:26:50.579058+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:26:52.584759+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:26:54.589929+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:26:56.591388+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:26:58.592600+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:27:00.597716+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:27:02.602616+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:27:04.605709+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:27:06.609716+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:27:08.614820+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:27:10.620651+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:27:12.621673+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:27:14.626888+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:27:16.631911+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:27:18.636371+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:27:20.638766+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:27:22.644490+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:27:24.650384+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:27:26.654200+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:27:28.656414+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:27:30.659709+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:27:32.660343+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:27:34.664409+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:27:36.669853+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:27:38.673310+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:27:40.677924+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:27:42.683185+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:27:44.684062+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:27:46.686565+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:27:48.690233+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:27:50.695826+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:27:52.698178+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:27:54.701274+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:27:56.703491+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:27:58.708022+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:28:00.709288+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:28:02.709954+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:28:04.710580+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:28:06.711428+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:28:08.715938+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:28:10.718695+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:28:12.721085+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:28:14.721616+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:28:16.725486+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:28:18.728783+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:28:20.731683+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:28:22.732312+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:28:24.733218+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:28:26.733834+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:28:28.739273+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:28:30.744064+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:28:32.748850+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:28:34.750484+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:28:36.751744+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:28:38.757631+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:28:40.761002+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:28:42.763669+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:28:44.764677+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:28:46.770629+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:28:48.773771+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:28:50.779466+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:28:52.781686+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:28:54.785353+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:28:56.791146+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:28:58.795560+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:29:00.799133+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:29:02.800365+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:29:04.806201+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:29:06.812099+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:29:08.816327+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:29:10.820263+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:29:12.823892+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:29:14.827570+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:29:16.829818+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:29:18.834825+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:29:20.837864+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:29:22.843605+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:29:24.849375+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:29:26.851589+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:29:28.852611+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:29:30.853640+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:29:32.859373+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:29:34.865214+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:29:36.870955+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:29:38.876750+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:29:40.882574+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:29:42.887830+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:29:44.893412+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:29:46.898774+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:29:48.900893+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:29:50.905502+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:29:52.911190+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:29:54.914857+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:29:56.920717+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:29:58.923341+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:30:00.925544+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:30:02.927414+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:30:04.928513+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:30:06.929246+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:30:08.934896+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:30:10.940069+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:30:12.941621+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:30:14.943449+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:30:16.945185+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:30:18.947143+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:30:20.948595+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:30:22.950207+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:30:24.951953+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:30:26.956827+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:30:28.960101+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:30:30.960424+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:30:32.961342+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:30:34.965821+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:30:36.971365+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:30:38.972643+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:30:40.977412+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:30:42.978130+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:30:44.983836+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:30:46.986226+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:30:48.987063+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:30:50.989513+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:30:52.993846+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:30:54.997359+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:30:57.007063+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:30:59.015674+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:31:01.022020+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:31:03.026958+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:31:05.035002+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:31:07.038565+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:31:09.049617+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:31:11.050896+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:31:22.005531+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:31:25.364363+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:31:27.365262+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:31:29.369817+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:31:31.375213+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:31:33.379860+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:31:35.385497+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:31:37.386541+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:31:39.391679+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:31:41.393129+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:31:43.394429+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:31:45.397165+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:31:47.401732+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
2026-06-18T00:31:49.405197+00:00,lab_overcrowded_high_co2,1,step,980,28.4,64,18,0.83,OFF,CLOSED
2026-06-18T00:31:51.409165+00:00,lab_overcrowded_high_co2,2,step,1280,29.6,67,28,0.82,OFF,CLOSED
2026-06-18T00:31:53.411341+00:00,lab_overcrowded_high_co2,3,step,1680,31.4,72,38,0.82,OFF,CLOSED
2026-06-18T00:31:55.416840+00:00,lab_overcrowded_high_co2,4,step,2100,33.0,76,40,0.8,OFF,CLOSED
2026-06-18T00:31:57.422616+00:00,lab_overcrowded_high_co2,0,step,780,27.8,61,8,0.84,OFF,CLOSED
